midi_filename,n_notes,unique_ioi_raw,unique_ioi_q,dur_std_raw,dur_std_q
2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--5.midi,17080,753,214,0.510219957989412,0.510123730180245
2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi,2531,254,50,0.46724426492493043,0.467178289181809
2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,2193,155,31,0.04993973320271133,0.050051939548706535
2011/MIDI-Unprocessed_16_R3_2011_MID--AUDIO_R3-D5_02_Track02_wav.midi,7570,497,121,0.396430595712956,0.3964691483167137
2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_02_Track02_wav.midi,1601,436,91,0.3537714765171811,0.35390241147644774
2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.midi,6636,502,130,0.34677020395475805,0.3468454472069251
2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi,1574,213,47,0.22357784349850673,0.22360270877944122
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.midi,6238,456,106,0.4593691749389263,0.45931921661208475
2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi,4850,405,114,0.3895307965162615,0.3895195873788461
2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_07_Track07_wav.midi,5127,354,92,0.2264265679807871,0.2264271863593902
2014/MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_20_R1_2014_wav--2.midi,12406,694,186,0.5391297877726086,0.5390765840682799
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.midi,3094,447,89,0.21544361490479594,0.21551118148394885
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi,3752,431,104,0.41103836199905625,0.4109981994714882
2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.midi,2628,394,114,0.316156164776227,0.3160851512051664
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.midi,3852,372,84,0.36498064876805125,0.36488055644106826
2004/MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--1.midi,2641,463,130,0.4776360423542655,0.4776779133330438
2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,6132,467,124,0.3436528794068796,0.3436854604413981
2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_19_Track19_wav.midi,7250,459,136,0.2707477615914961,0.2707497665568534
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi,2273,339,90,0.49279968391012063,0.49277015593472784
2009/MIDI-Unprocessed_13_R1_2009_01-03_ORIG_MID--AUDIO_13_R1_2009_13_R1_2009_03_WAV.midi,9719,449,98,0.3021866743228536,0.30216181386630836
2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--2.midi,7594,475,134,0.46815828240568924,0.46817571325911966
2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi,18632,683,138,0.23129198217991567,0.2313421576485331
2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_06_Track06_wav.midi,11875,455,118,0.17225138520110528,0.172305026940546
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi,2404,305,69,0.4665708513519954,0.4665988441302536
2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_04_Track04_wav.midi,7308,401,73,0.14152032152612676,0.1415056878856884
2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.midi,8698,296,82,0.18726640860255359,0.18729735189598085
2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi,5978,323,78,0.3023852825862868,0.30243396237316944
2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_03_Track03_wav.midi,6016,306,96,0.29369305123811174,0.2937419541231715
2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_15_R3_2013_wav--1.midi,7319,448,114,0.321237210184507,0.3212178690130563
2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.midi,1514,277,75,0.4743586701773606,0.47436366337839647
2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_12_R3_2014_wav--2.midi,5636,590,134,0.3602977166902275,0.3603191076226705
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi,4304,213,56,0.0718113966560598,0.07196726390870854
2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--5.midi,5146,460,91,0.17901067085621067,0.17907322540972728
2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--2.midi,7149,465,132,0.37022205178210393,0.3701829827194083
2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--2.midi,2831,380,126,0.7977262290147106,0.7976978163919892
2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--4.midi,15330,654,158,0.32813508547003584,0.32813783153024473
2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,4678,307,62,0.1989250549096018,0.19889133409863238
2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_03_Track03_wav.midi,1442,162,31,0.17554170570500385,0.17577042393189052
2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi,931,337,75,0.6026871873081393,0.6026896095712466
2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_04_Track04_wav.midi,16966,469,140,0.17829258581836568,0.17828981936301513
2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,1982,322,73,0.09122924698716885,0.09144136868499492
2004/MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_03_Track03_wav.midi,8982,468,98,0.1396429282241477,0.1395962381715059
2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--4.midi,4472,650,192,0.6653496226358397,0.6653217693938506
2006/MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_01_Track01_wav.midi,4923,619,140,0.5034241440495872,0.5034362640431856
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi,4473,291,83,0.23492894410118095,0.2348118242821011
2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_07_R2_2014_wav.midi,18525,665,174,0.2724913072986217,0.272527314842126
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--2.midi,7034,533,151,0.3683961097729208,0.36844452560488694
2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_08_Track08_wav.midi,566,140,34,0.9396121580630165,0.9393499153925297
2014/MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--2.midi,14206,705,189,0.36443698619285675,0.3645267932986807
2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--4.midi,4133,212,48,0.12124363214000367,0.12126263552497633
2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.midi,7733,412,124,0.381314237748032,0.3814159837468041
2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,3845,298,77,0.1060940928299357,0.10613281051324736
2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_03_Track03_wav.midi,4342,472,123,0.2663049289491443,0.2662649213240775
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--3.midi,7533,563,134,0.4483900440408408,0.44848932905176914
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi,5914,323,85,0.1143143702718105,0.11414087166220939
2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--4.midi,2562,227,51,0.14700457457871538,0.14690073301501444
2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.midi,4011,297,71,0.2559069988967136,0.25592250885745077
2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--4.midi,5525,357,75,0.22173066544454811,0.2217519432868475
2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_16_Track16_wav.midi,2383,161,40,0.11133010801246254,0.11136648389206479
2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.midi,1286,195,48,0.45046661884247025,0.45070019735194755
2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi,2846,359,107,0.42900902821033987,0.4289497281878879
2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.midi,4967,392,101,0.35459562638810227,0.35448754853602055
2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.midi,6610,559,113,0.25645016355730643,0.2564378907092629
2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,3069,263,53,0.3253409659602879,0.3254245630813625
2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--3.midi,3044,489,132,0.44974663589778674,0.44980460480250095
2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_06_Track06_wav.midi,9618,449,110,0.18658929108137015,0.18656219095637624
2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--4.midi,1354,408,95,0.5698099556643085,0.5699386132676819
2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_02_Track02_wav.midi,3547,619,123,0.4977157488522013,0.4977405426205888
2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--2.midi,3233,178,51,0.12727477308822596,0.12746244466546447
2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,2313,496,121,0.4984220314088866,0.4984887846889316
2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,2903,384,97,0.4110408037725883,0.4111268938103894
2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--3.midi,2124,227,43,0.2973050396070803,0.29737285904279365
2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_10_Track10_wav.midi,1647,356,79,0.6938364805706666,0.6939094986564714
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--5.midi,5401,319,88,0.268561494899892,0.26853047754123954
2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_09_Track09_wav.midi,2235,135,32,0.10845189195419774,0.10846772975523325
2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--3.midi,1223,298,72,0.5580509928960374,0.5581598739861994
2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--2.midi,2169,259,61,0.45846126010621663,0.45829576004445516
2004/MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_05_Track05_wav.midi,875,357,109,0.7212974913225192,0.7212074757512144
2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_10_Track10_wav.midi,2808,360,99,0.656347405942948,0.6563928812095796
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,8071,500,128,0.3329426473146687,0.3328625646064379
